step,action,location, speed,EV location,EV speed,d to next tl,t1,,t2,,t3,,t4,,t5,,t6,,t7,,t8,,t9,,t10,,t11,,t12,,t13,,t14,,t15,,t16,,t17,
124,-0.363602,65.554901,3.35513,[65.554901,3.35513,34.445099,1,0,15,1,39,1,41,1,41,1,49,1,55,1,55,1,55,1,45,1,45,1,55,1,49,1,49,1,49,1,49,1,38, 2.0]
125,-0.371073,65.882996,3.280915,[65.882996,3.280915,34.117008,1,0,15,1,39,1,41,1,41,1,49,1,55,1,55,1,55,1,45,1,45,1,55,1,49,1,49,1,49,1,49,1,38, 2.0]
126,-0.378232,66.203522,3.205269,[66.203522,3.205269,33.796482,1,0,15,1,39,1,41,1,41,1,49,1,55,1,55,1,55,1,45,1,45,1,55,1,49,1,49,1,49,1,49,1,38, 2.0]
127,-0.38511,66.516342,3.128247,[66.516342,3.128247,33.483658,1,0,15,1,39,1,41,1,41,1,49,1,55,1,55,1,55,1,45,1,45,1,55,1,49,1,49,1,49,1,49,1,38, 2.0]
128,-0.391723,66.821335,3.049902,[66.821335,3.049902,33.178665,1,2,15,1,39,1,41,1,41,1,49,1,55,1,55,1,55,1,45,1,45,1,55,1,49,1,49,1,49,1,49,1,38, 2.0]
129,-0.513758,67.116051,2.947151,[67.116051,2.947151,32.883949,10,2,15,1,39,1,41,1,41,1,49,1,55,1,55,1,55,1,45,1,45,1,55,1,49,1,49,1,49,1,49,1,38, 2.0]
130,-0.329477,67.404175,2.881255,[67.404175,2.881255,32.595825,10,2,14,1,38,1,40,1,40,1,48,1,55,1,55,1,55,1,44,1,44,1,55,1,48,1,48,1,48,1,48,1,37, 2.0]
131,-0.054446,67.691208,2.870366,[67.691208,2.870366,32.308788,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
132,-0.204679,67.974152,2.82943,[67.974152,2.82943,32.025845,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
133,-0.215938,68.252777,2.786242,[68.252777,2.786242,31.747221,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
134,-0.227167,68.526863,2.740809,[68.526863,2.740809,31.473141,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
135,-0.238373,68.796173,2.693135,[68.796173,2.693135,31.203827,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
136,-0.249557,69.060493,2.643223,[69.060493,2.643223,30.939505,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
137,-0.260707,69.319603,2.591082,[69.319603,2.591082,30.680397,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
138,-0.271796,69.573273,2.536722,[69.573273,2.536722,30.426723,10,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
139,-0.282773,69.821289,2.480168,[69.821289,2.480168,30.178707,9,2,14,1,38,1,40,1,40,1,48,1,54,1,54,1,54,1,44,1,44,1,54,1,48,1,48,1,48,1,48,1,37, 2.0]
140,-0.324491,70.06282,2.41527,[70.06282,2.41527,29.93718,9,2,13,1,37,1,39,1,39,1,47,1,54,1,54,1,54,1,43,1,43,1,54,1,47,1,47,1,47,1,47,1,36, 2.0]
141,-0.031342,70.303719,2.409001,[70.303719,2.409001,29.69628,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
142,-0.179227,70.541039,2.373156,[70.541039,2.373156,29.458965,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
143,-0.190359,70.774544,2.335084,[70.774544,2.335084,29.225456,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
144,-0.20109,71.004028,2.294866,[71.004028,2.294866,28.99597,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
145,-0.211359,71.229286,2.252594,[71.229286,2.252594,28.77071,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
146,-0.221127,71.450127,2.208369,[71.450127,2.208369,28.549873,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
147,-0.230373,71.666359,2.162294,[71.666359,2.162294,28.333645,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
148,-0.239093,71.8778,2.114476,[71.8778,2.114476,28.122196,9,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
149,-0.247291,72.084305,2.065017,[72.084305,2.065017,27.915695,8,2,13,1,37,1,39,1,39,1,47,1,53,1,53,1,53,1,43,1,43,1,53,1,47,1,47,1,47,1,47,1,36, 2.0]
150,-0.278394,72.28524,2.009339,[72.28524,2.009339,27.71476,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
151,-0.103084,72.484108,1.988722,[72.484108,1.988722,27.515888,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
152,-0.111578,72.680756,1.966406,[72.680756,1.966406,27.319248,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
153,-0.119864,72.874992,1.942433,[72.874992,1.942433,27.125004,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
154,-0.127954,73.066681,1.916843,[73.066681,1.916843,26.933321,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
155,-0.135862,73.255646,1.88967,[73.255646,1.88967,26.744354,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
156,-0.143597,73.441742,1.860951,[73.441742,1.860951,26.558258,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
157,-0.151166,73.624817,1.830718,[73.624817,1.830718,26.375187,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
158,-0.158573,73.80471,1.799003,[73.80471,1.799003,26.195286,8,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
159,-0.165819,73.9813,1.765839,[73.9813,1.765839,26.018702,7,2,12,1,36,1,38,1,38,1,46,1,52,1,52,1,52,1,42,1,42,1,52,1,46,1,46,1,46,1,46,1,35, 2.0]
160,-0.195046,74.153984,1.72683,[74.153984,1.72683,25.84602,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
161,-0.016149,74.32634,1.7236,[74.32634,1.7236,25.673658,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
162,-0.025081,74.498199,1.718584,[74.498199,1.718584,25.501801,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
163,-0.034029,74.66938,1.711778,[74.66938,1.711778,25.330624,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
164,-0.042976,74.839699,1.703183,[74.839699,1.703183,25.160305,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
165,-0.0519,75.008972,1.692803,[75.008972,1.692803,24.991024,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
166,-0.060785,75.17704,1.680646,[75.17704,1.680646,24.82296,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
167,-0.069611,75.343712,1.666724,[75.343712,1.666724,24.656288,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
168,-0.078359,75.50882,1.651052,[75.50882,1.651052,24.491182,7,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
169,-0.087013,75.67218,1.633649,[75.67218,1.633649,24.327818,6,2,11,1,35,1,37,1,37,1,45,1,51,1,51,1,51,1,41,1,41,1,51,1,45,1,45,1,45,1,45,1,34, 2.0]
170,-0.115993,75.833229,1.610451,[75.833229,1.610451,24.166773,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
171,0.118191,75.996635,1.634089,[75.996635,1.634089,24.003363,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
172,0.111274,76.16227,1.656344,[76.16227,1.656344,23.837729,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
173,0.104211,76.329987,1.677186,[76.329987,1.677186,23.67001,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
174,0.097005,76.499649,1.696587,[76.499649,1.696587,23.500351,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
175,0.089665,76.671097,1.71452,[76.671097,1.71452,23.328899,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
176,0.082196,76.8442,1.730959,[76.8442,1.730959,23.155804,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
177,0.074606,77.018784,1.74588,[77.018784,1.74588,22.981216,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
178,0.066901,77.19471,1.759261,[77.19471,1.759261,22.80529,6,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
179,0.059093,77.371819,1.771079,[77.371819,1.771079,22.628181,5,2,10,1,34,1,36,1,36,1,44,1,50,1,50,1,50,1,40,1,40,1,50,1,44,1,44,1,44,1,44,1,33, 2.0]
180,0.064997,77.550224,1.784078,[77.550224,1.784078,22.449774,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
181,0.379715,77.736229,1.860022,[77.736229,1.860022,22.263771,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
182,0.370246,77.929634,1.934071,[77.929634,1.934071,22.070364,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
183,0.359849,78.130241,2.006041,[78.130241,2.006041,21.869761,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
184,0.348509,78.337814,2.075742,[78.337814,2.075742,21.662186,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
185,0.336217,78.552109,2.142986,[78.552109,2.142986,21.447887,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
186,0.322975,78.772873,2.207581,[78.772873,2.207581,21.227129,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
187,0.308798,78.999802,2.26934,[78.999802,2.26934,21.000195,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
188,0.293708,79.232613,2.328082,[79.232613,2.328082,20.767387,5,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
189,0.277743,79.470978,2.383631,[79.470978,2.383631,20.529024,4,2,9,1,33,1,35,1,35,1,43,1,49,1,49,1,49,1,39,1,39,1,49,1,43,1,43,1,43,1,43,1,32, 2.0]
190,0.246272,79.714264,2.432885,[79.714264,2.432885,20.285736,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
191,0.43734,79.966301,2.520353,[79.966301,2.520353,20.033701,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
192,0.417768,80.226692,2.603907,[80.226692,2.603907,19.77331,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
193,0.397055,80.495026,2.683317,[80.495026,2.683317,19.504978,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
194,0.375268,80.770859,2.758371,[80.770859,2.758371,19.229141,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
195,0.352504,81.053749,2.828872,[81.053749,2.828872,18.946253,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
196,0.328884,81.343208,2.894649,[81.343208,2.894649,18.65679,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
197,0.304561,81.638771,2.955561,[81.638771,2.955561,18.361233,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
198,0.279719,81.939919,3.011505,[81.939919,3.011505,18.060081,4,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
199,0.254585,82.246162,3.062422,[82.246162,3.062422,17.753839,3,2,8,1,32,1,34,1,34,1,42,1,48,1,48,1,48,1,38,1,38,1,48,1,42,1,42,1,42,1,42,1,31, 2.0]
200,0.198127,82.556366,3.102047,[82.556366,3.102047,17.443636,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
201,0.379534,82.874161,3.177954,[82.874161,3.177954,17.125839,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
202,0.357938,83.199112,3.249542,[83.199112,3.249542,16.800886,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
203,0.337503,83.530815,3.317042,[83.530815,3.317042,16.469181,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
204,0.318963,83.868904,3.380835,[83.868904,3.380835,16.131098,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
205,0.302958,84.213043,3.441427,[84.213043,3.441427,15.786956,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
206,0.289749,84.562981,3.499376,[84.562981,3.499376,15.437017,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
207,0.278881,84.918495,3.555152,[84.918495,3.555152,15.081503,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
208,0.26905,85.279396,3.608963,[85.279396,3.608963,14.720606,3,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
209,0.258434,85.645462,3.66065,[85.645462,3.66065,14.354542,2,2,7,1,31,1,33,1,33,1,41,1,47,1,47,1,47,1,37,1,37,1,47,1,41,1,41,1,41,1,41,1,30, 2.0]
210,0.211517,86.015755,3.702953,[86.015755,3.702953,13.984246,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
211,0.442705,86.394905,3.791494,[86.394905,3.791494,13.605097,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
212,0.421912,86.782494,3.875876,[86.782494,3.875876,13.217509,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
213,0.399113,87.178062,3.955699,[87.178062,3.955699,12.821939,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
214,0.375398,87.581139,4.030778,[87.581139,4.030778,12.418861,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
215,0.351747,87.991249,4.101128,[87.991249,4.101128,12.008748,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
216,0.328963,88.407944,4.166921,[88.407944,4.166921,11.592056,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
217,0.3076,88.830788,4.22844,[88.830788,4.22844,11.169212,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
218,0.287905,89.259392,4.286022,[89.259392,4.286022,10.74061,2,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
219,0.269827,89.69339,4.339987,[89.69339,4.339987,10.306612,1,2,6,1,30,1,32,1,32,1,40,1,46,1,46,1,46,1,36,1,36,1,46,1,40,1,40,1,40,1,40,1,29, 2.0]
220,0.20798,90.131546,4.381583,[90.131546,4.381583,9.868453,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
221,0.478103,90.579269,4.477203,[90.579269,4.477203,9.420732,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
222,0.456867,91.036125,4.568577,[91.036125,4.568577,8.963875,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
223,0.435178,91.501686,4.655612,[91.501686,4.655612,8.498314,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
224,0.413045,91.97551,4.738222,[91.97551,4.738222,8.024491,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
225,0.390522,92.457138,4.816326,[92.457138,4.816326,7.542859,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
226,0.36769,92.946129,4.889864,[92.946129,4.889864,7.053873,1,2,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
227,0.344649,93.442009,4.958794,[93.442009,4.958794,6.557993,1,1,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
228,0.402009,93.945923,5.039196,[93.945923,5.039196,6.054074,10,1,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
229,0.600258,94.461853,5.159247,[94.461853,5.159247,5.538149,10,1,5,1,29,1,31,1,31,1,39,1,45,1,45,1,45,1,35,1,35,1,45,1,39,1,39,1,39,1,39,1,28, 2.0]
230,0.585146,94.989479,5.276277,[94.989479,5.276277,5.010521,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
231,0.65269,95.530159,5.406815,[95.530159,5.406815,4.46984,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
232,0.626135,96.083366,5.532042,[96.083366,5.532042,3.916636,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
233,0.59628,96.648491,5.651298,[96.648491,5.651298,3.351506,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
234,0.563096,97.224884,5.763917,[97.224884,5.763917,2.775114,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
235,0.527645,97.811829,5.869446,[97.811829,5.869446,2.18817,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
236,0.492284,98.408623,5.967903,[98.408623,5.967903,1.59138,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
237,0.459692,99.014603,6.059841,[99.014603,6.059841,0.985395,10,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
238,0.431504,99.629219,6.146142,[99.629219,6.146142,0.370781,9,1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
239,0.395583,100.251747,6.225259,[100.251747,6.225259,99.748253,-1,-1,4,1,28,1,30,1,30,1,38,1,44,1,44,1,44,1,34,1,34,1,44,1,38,1,38,1,38,1,38,1,27, 2.0]
240,0.529163,100.884857,6.331091,[100.884857,6.331091,99.115143,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
241,0.533112,101.528625,6.437714,[101.528625,6.437714,98.471375,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
242,0.516866,102.182732,6.541087,[102.182732,6.541087,97.817268,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
243,0.501348,102.84687,6.641356,[102.84687,6.641356,97.15313,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
244,0.486213,103.520729,6.738599,[103.520729,6.738599,96.479271,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
245,0.470847,104.20401,6.832768,[104.20401,6.832768,95.79599,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
246,0.454428,104.89637,6.923655,[104.89637,6.923655,95.10363,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
247,0.435989,105.597458,7.010852,[105.597458,7.010852,94.402542,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
248,0.414496,106.306831,7.093751,[106.306831,7.093751,93.693169,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
249,0.388963,107.023987,7.171544,[107.023987,7.171544,92.976013,-1,-1,3,1,27,1,29,1,29,1,37,1,43,1,43,1,43,1,33,1,33,1,43,1,37,1,37,1,37,1,37,1,26, 2.0]
250,0.358641,107.748314,7.243272,[107.748314,7.243272,92.251686,-1,-1,2,1,26,1,28,1,28,1,36,1,42,1,42,1,42,1,32,1,32,1,42,1,36,1,36,1,36,1,36,1,25, 2.0]
251,0.34844,108.479607,7.31296,[108.479607,7.31296,91.520393,-1,-1,2,1,26,1,28,1,28,1,36,1,42,1,42,1,42,1,32,1,32,1,42,1,36,1,36,1,36,1,36,1,25, 2.0]
252,0.321119,109.217331,7.377184,[109.217331,7.377184,90.782669,-1,-1,2,1,26,1,28,1,28,1,36,1,42,1,42,1,42,1,32,1,32,1,42,1,36,1,36,1,36,1,36,1,25, 2.0]
253,0.289617,109.960838,7.435107,[109.960838,7.435107,90.039162,-1,-1,2,1,26,1,28,1,28,1,36,1,42,1,42,1,42,1,32,1,32,1,42,1,36,1,36,1,36,1,36,1,25, 2.0]
254,0.253899,110.709427,7.485887,[110.709427,7.485887,89.290573,-1,-1,2,1,26,1,28,1,28,1,36,1,42,1,42,1,42,1,32,1,32,1,42,1,36,1,36,1,36,1,36,1,25, 2.0]
